,Description,Name,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
36003,Region,Europe (excl. EU-27),2010,,,,36.804,0.123,2692.537,130.185,5.081,3065.355,319.714,11.644,10.275,0.441,0.229,9.025,0.388,0.201,750.857,2.517,2507.543,8.405,0.361,2594.524,216527.672,339909.031,117768.758,1420.83,39070.598,133109.0,55073.266,599.688,,,57.008,0.191,1165.722,3.908,,,381.789,1.28,619.819,,155.167,,658.334,2.207,0.08,23.811,,2.914,8.072,7.891,5.381,9.097,16.108,16.173,18.319,9.679,22.116,17.466,11.593,9.315,16.706,18.718,6.957,5.814,9.673,12.788,0.029,0.136,0.174,0.008,3776.682,3233.026,-184.994,-6.871
36004,Region,Europe (excl. EU-27),2011,,,,40.679,0.136,2718.283,25.746,0.956,2783.811,-281.544,-9.185,9.319,0.384,0.206,9.1,0.375,0.201,776.311,2.599,2515.693,8.421,0.347,2635.202,219245.953,342692.812,118545.07,1481.292,40226.031,133183.375,55733.641,624.711,,,60.462,0.202,1155.431,3.868,,,74.378,0.249,629.147,,175.69,,660.377,2.211,0.084,25.023,,2.994,7.878,6.998,5.267,8.819,15.902,16.002,18.026,9.85,21.972,17.356,11.458,9.306,16.828,18.02,1.409,5.812,9.097,12.642,0.029,0.138,0.175,0.008,3547.07,3286.734,-202.59,-7.453
36005,Region,Europe (excl. EU-27),2012,,,,40.891,0.137,2740.985,22.702,0.835,3121.899,338.088,12.145,10.431,0.419,0.228,9.159,0.368,0.201,823.172,2.751,2643.791,8.834,0.355,2676.093,221986.938,345814.719,119368.234,1542.055,41352.969,133572.703,56397.344,650.225,,,60.763,0.203,1126.941,3.766,,,389.337,1.301,634.208,,174.201,,663.704,2.218,0.085,25.514,,2.932,7.831,7.68,5.522,8.557,15.702,15.847,17.749,10.003,21.808,17.279,11.326,9.303,16.115,17.205,6.889,5.774,9.221,12.513,0.029,0.139,0.176,0.008,3864.631,3314.006,-97.193,-3.546
36006,Region,Europe (excl. EU-27),2013,,,,42.514,0.142,2666.312,-74.672,-2.724,2899.73,-222.169,-7.116,9.669,0.383,0.216,8.89,0.352,0.198,782.033,2.608,2583.331,8.614,0.341,2718.607,224653.25,348714.438,120150.281,1599.359,42448.809,133814.734,57060.52,675.675,,,57.304,0.191,1095.838,3.654,,,242.02,0.807,635.67,,173.88,,663.174,2.211,0.085,25.449,,2.923,7.553,7.174,5.213,8.306,15.503,15.689,17.476,10.122,21.634,17.197,11.199,9.276,14.873,16.634,4.73,5.728,8.641,12.389,0.028,0.14,0.177,0.008,3679.313,3239.53,-82.981,-3.112
36007,Region,Europe (excl. EU-27),2014,,,,41.896,0.139,2572.62,-93.693,-3.514,2669.16,-230.57,-7.951,8.882,0.349,0.203,8.56,0.336,0.196,712.02,2.369,2465.842,8.205,0.322,2760.503,227225.859,351383.625,120862.297,1646.395,43507.578,133918.984,57747.84,701.251,,,47.037,0.157,1058.769,3.523,,,104.254,0.347,631.524,,175.946,,687.321,2.287,0.085,25.577,,2.788,7.257,6.535,4.741,8.064,15.306,15.524,17.204,10.171,21.449,17.092,11.082,9.24,12.164,15.966,1.932,5.922,8.375,12.267,0.028,0.142,0.178,0.008,3476.047,3140.364,-106.778,-4.151
36008,Region,Europe (excl. EU-27),2015,,,,38.057,0.126,2521.728,-50.892,-1.978,2933.072,263.912,9.887,9.738,0.385,0.229,8.372,0.331,0.196,693.164,2.301,2350.534,7.804,0.309,2798.56,229747.594,354316.688,121555.461,1688.208,44523.168,134339.203,58456.035,726.162,,,41.813,0.139,1015.589,3.372,,,420.228,1.395,627.99,,173.416,,708.194,2.351,0.083,24.911,,2.623,7.123,7.165,4.726,7.843,15.116,15.376,16.948,10.187,21.241,17.025,10.969,9.2,10.889,15.008,7.597,5.986,8.204,12.157,0.028,0.143,0.179,0.008,3659.7,3088.806,-171.194,-6.789
36009,Region,Europe (excl. EU-27),2016,,,,35.851,0.119,2508.779,-12.948,-0.513,2921.552,-11.52,-0.393,9.675,0.379,0.225,8.308,0.326,0.193,647.858,2.145,2389.508,7.913,0.31,2834.411,232256.375,357238.25,122203.312,1733.044,45569.203,134761.391,59166.945,749.448,,,44.837,0.148,1046.037,3.464,,,422.184,1.398,641.864,,176.028,,710.909,2.354,0.077,23.286,,2.405,7.084,7.336,4.519,7.625,14.933,15.239,16.705,10.227,21.042,16.984,10.858,9.147,11.987,15.045,9.581,5.943,7.749,12.059,0.028,0.144,0.181,0.008,3635.228,3090.84,-119.271,-4.754
36010,Region,Europe (excl. EU-27),2017,,,,36.155,0.119,2518.701,9.922,0.395,2888.367,-33.185,-1.136,9.544,0.367,0.222,8.323,0.32,0.194,608.419,2.01,2368.336,7.826,0.301,2870.566,234775.062,360126.625,122811.734,1782.888,46643.266,135139.781,59893.398,773.217,,,49.844,0.165,1074.06,3.549,,,378.381,1.25,655.89,,177.261,,726.454,2.4,0.079,23.769,,2.395,6.998,7.181,4.192,7.421,14.753,15.103,16.461,10.286,20.852,16.941,10.752,9.1,12.87,15.069,8.943,5.979,7.85,11.965,0.028,0.145,0.182,0.009,3599.385,3115.92,-150.364,-5.97
36011,Region,Europe (excl. EU-27),2018,,,,35.783,0.118,2567.147,48.447,1.923,2936.291,47.923,1.659,9.692,0.364,0.22,8.473,0.319,0.192,621.673,2.052,2347.998,7.75,0.291,2906.349,237342.219,363062.875,123433.414,1840.447,47767.227,135517.688,60596.332,798.453,,,57.559,0.19,1123.965,3.71,,,377.914,1.247,676.046,,178.318,,702.931,2.32,0.083,25.236,,2.302,6.989,7.237,4.216,7.223,14.578,14.972,16.224,10.374,20.664,16.907,10.644,9.074,14.139,15.046,9.829,5.739,8.325,11.875,0.028,0.147,0.184,0.009,3684.201,3186.911,-219.15,-8.537
36012,Region,Europe (excl. EU-27),2019,,,,36.463,0.12,2532.198,-34.95,-1.361,2740.916,-195.375,-6.654,9.044,0.334,0.208,8.355,0.308,0.192,599.421,1.978,2345.239,7.738,0.285,2942.812,239874.406,365803.812,124032.828,1910.898,48860.352,135735.531,61304.676,822.845,,,70.451,0.232,1093.124,3.607,,,217.838,0.719,693.714,,180.752,,708.347,2.337,0.08,24.392,,2.246,6.825,6.703,4.079,7.03,14.406,14.834,15.994,10.514,20.461,16.855,10.539,9.037,16.186,14.32,5.753,5.707,7.991,11.786,0.029,0.148,0.185,0.009,3531.109,3171.206,-186.959,-7.383
36013,Region,Europe (excl. EU-27),2020,,,,36.742,0.121,2398.924,-133.274,-5.263,2691.437,-49.479,-1.805,8.892,0.346,0.214,7.925,0.308,0.191,559.703,1.849,2230.993,7.371,0.287,2979.554,242273.344,368495.219,124592.531,1976.795,49917.172,136037.234,61960.938,846.347,,,65.897,0.218,1056.82,3.491,,,301.711,0.997,682.508,,180.517,,656.26,2.168,0.078,23.502,,2.243,6.829,6.979,3.923,6.85,14.249,14.713,15.776,10.641,20.262,16.82,10.454,9.004,16.431,13.971,8.773,5.987,7.965,11.706,0.029,0.149,0.187,0.009,3451.457,3024.549,-167.931,-7.0
36014,Region,Europe (excl. EU-27),2021,,,,38.966,0.129,2502.895,103.972,4.334,2823.116,131.678,4.892,9.352,0.343,0.218,8.291,0.304,0.194,572.605,1.897,2301.151,7.623,0.279,3018.52,244776.234,371318.344,125165.141,2043.691,51055.172,136367.047,62623.242,870.469,,,66.897,0.222,1137.998,3.77,,,329.805,1.093,700.642,,183.652,,662.307,2.194,0.08,24.122,,2.297,6.766,6.963,3.783,6.679,14.09,14.59,15.55,10.766,20.078,16.787,10.365,8.973,16.5,14.363,9.283,5.744,8.002,11.626,0.029,0.15,0.188,0.009,3597.005,3152.201,-201.744,-8.06
36015,Region,Europe (excl. EU-27),2022,,,,39.112,0.131,2488.792,-14.103,-0.563,2875.846,52.73,1.868,9.624,0.353,0.23,8.329,0.305,0.199,570.014,1.908,2345.455,7.849,0.288,3057.632,247265.031,374194.219,125735.148,2110.37,52181.082,136763.562,63286.41,894.382,,,66.679,0.223,1125.91,3.768,,,396.524,1.327,690.721,,181.303,,663.164,2.219,0.08,23.914,,2.443,6.673,7.043,3.754,6.534,13.934,14.471,15.332,10.887,19.903,16.763,10.272,8.941,16.545,14.265,11.198,5.568,7.933,11.544,0.029,0.151,0.19,0.009,3626.914,3127.103,-143.337,-5.759
36016,Region,Europe (excl. EU-27),2023,,,,39.293,0.133,2482.599,-6.193,-0.249,2868.19,-7.655,-0.266,9.692,,0.229,8.389,,0.199,558.671,1.888,,,,3096.924,249747.625,377062.406,126293.82,2177.815,53301.105,137158.312,63959.773,918.189,,,67.445,0.228,1120.021,3.785,,,394.754,1.334,699.61,,183.57,,673.363,2.275,0.08,23.806,,2.504,6.569,6.925,3.627,6.403,13.78,14.352,15.116,11.001,19.736,16.737,10.179,8.911,16.412,14.177,10.89,5.515,7.906,11.466,0.03,0.153,0.191,0.009,3628.953,3131.219,,
36167,Region,Europe (excl. EU-28),2000,,,,22.444,0.093,1985.055,-20.705,-1.032,1980.795,-92.47,-4.46,8.181,0.768,0.194,8.199,0.769,0.195,611.946,2.527,1353.875,5.592,0.525,1796.839,120584.266,244180.922,55358.465,739.728,24333.09,129703.0,38041.348,314.798,,,28.883,0.119,860.026,3.552,,,-3.586,-0.015,508.808,,118.642,,442.907,1.829,0.078,18.849,,3.1,7.781,6.43,6.65,9.733,11.515,13.93,10.528,6.554,19.966,18.262,10.402,7.772,8.322,18.106,-0.068,4.312,8.713,10.955,0.027,0.094,0.126,0.006,2578.832,2398.921,-631.18,-31.797
36168,Region,Europe (excl. EU-28),2001,,,,23.453,0.097,2046.025,60.97,3.071,1966.786,-14.009,-0.707,8.16,0.714,0.192,8.489,0.742,0.2,638.638,2.65,1520.639,6.309,0.552,1820.292,122630.289,246147.703,55997.102,768.845,25212.959,129624.508,38497.418,333.671,,,29.118,0.121,879.867,3.651,,,-78.492,-0.326,514.706,,120.573,,456.076,1.892,0.078,18.873,,3.097,7.959,6.455,6.899,9.472,11.43,13.802,10.465,6.615,19.905,18.129,10.237,7.825,8.674,18.351,-1.647,4.407,8.846,10.849,0.027,0.095,0.127,0.006,2570.201,2469.911,-525.386,-25.678
36169,Region,Europe (excl. EU-28),2002,,,,25.267,0.105,2030.824,-15.201,-0.743,1928.929,-37.857,-1.925,8.025,0.66,0.189,8.449,0.695,0.199,622.63,2.59,1512.214,6.291,0.517,1845.559,124661.109,248076.641,56619.73,807.957,26088.605,129523.32,38946.855,352.404,,,39.111,0.163,875.646,3.643,,,-101.186,-0.421,519.838,,122.085,,449.437,1.87,0.078,18.733,,3.218,7.729,6.142,6.431,9.226,11.341,13.67,10.394,6.763,19.824,17.986,10.079,7.866,12.048,17.735,-1.973,4.35,8.661,10.742,0.026,0.096,0.128,0.006,2548.04,2462.697,-518.61,-25.537
36170,Region,Europe (excl. EU-28),2003,,,,27.945,0.117,2081.693,50.868,2.505,2050.221,121.292,6.288,8.551,0.648,0.198,8.682,0.658,0.201,624.166,2.603,1582.89,6.602,0.501,1873.504,126742.805,250126.859,57243.898,846.846,27011.982,129492.562,39394.754,371.822,,,38.889,0.162,923.379,3.851,,,-30.753,-0.128,536.733,,122.57,,447.895,1.868,0.081,19.418,,3.236,7.523,6.076,5.934,8.978,11.247,13.531,10.309,6.889,19.757,17.831,9.923,7.909,11.288,18.041,-0.506,4.224,8.785,10.631,0.026,0.096,0.129,0.006,2679.715,2530.233,-498.803,-23.961
36171,Region,Europe (excl. EU-28),2004,,,,31.267,0.131,2101.801,20.108,0.966,2107.86,57.639,2.811,8.83,0.61,0.202,8.805,0.608,0.202,619.103,2.593,1602.85,6.714,0.464,1904.771,128844.602,252234.734,57863.0,890.946,27948.412,129499.523,39845.25,392.226,,,44.1,0.185,936.43,3.923,,,6.956,0.029,537.343,,119.155,,450.497,1.887,0.085,20.404,,3.464,7.341,6.193,5.694,8.75,11.151,13.399,10.22,7.052,19.681,17.7,9.766,7.951,12.874,17.72,0.129,4.096,8.811,10.522,0.026,0.097,0.129,0.006,2741.609,2562.611,-498.95,-23.739
36172,Region,Europe (excl. EU-28),2005,,,,33.507,0.141,2116.349,14.548,0.692,2047.693,-60.167,-2.854,8.618,0.551,0.195,8.907,0.57,0.202,612.091,2.576,1651.156,6.949,0.445,1938.277,130960.961,254282.422,58475.09,936.72,28889.744,129431.734,40307.754,413.369,,,45.774,0.193,941.329,3.962,,,-67.788,-0.285,540.864,,120.025,,462.504,1.947,0.089,21.143,,3.46,7.146,5.934,5.301,8.524,11.05,13.264,10.122,7.215,19.598,17.574,9.617,7.988,13.158,17.424,-1.386,4.164,8.727,10.411,0.026,0.098,0.13,0.006,2692.93,2588.699,-465.193,-21.981
36173,Region,Europe (excl. EU-28),2006,,,,36.963,0.156,2209.664,93.315,4.409,2215.028,167.335,8.172,9.359,0.546,0.2,9.336,0.545,0.2,658.998,2.784,1728.526,7.303,0.426,1975.24,133170.625,256497.453,59134.086,982.974,29848.805,129437.914,40793.684,435.83,,,46.254,0.195,959.062,4.052,,,6.186,0.026,545.346,,121.275,,485.926,2.053,0.095,22.462,,3.501,7.214,6.16,5.404,8.302,10.954,13.133,10.025,7.374,19.513,17.448,9.48,8.029,13.31,17.259,0.116,4.331,8.88,10.303,0.026,0.099,0.131,0.006,2859.533,2690.497,-481.137,-21.774
36174,Region,Europe (excl. EU-28),2007,,,,41.397,0.175,2211.879,2.216,0.1,2239.395,24.368,1.1,9.485,0.503,0.201,9.368,0.497,0.199,651.421,2.759,1824.497,7.727,0.41,2016.637,135382.5,258736.828,59785.512,1039.472,30813.525,129466.289,41268.434,458.917,,,56.498,0.239,964.722,4.086,,,28.364,0.12,553.854,,124.403,,474.754,2.011,0.098,23.087,,3.651,7.014,6.198,5.095,8.09,10.854,13.007,9.92,7.602,19.413,17.344,9.345,8.069,16.46,16.748,0.617,4.219,8.893,10.197,0.025,0.1,0.132,0.006,2873.962,2704.535,-387.382,-17.514
36175,Region,Europe (excl. EU-28),2008,,,,37.891,0.161,2235.686,23.807,1.076,2259.197,19.802,0.884,9.584,0.476,0.202,9.484,0.471,0.2,677.202,2.873,1851.939,7.856,0.39,2054.528,137618.172,260996.031,60462.711,1081.38,31775.168,129497.773,41762.703,481.693,,,41.909,0.178,961.642,4.079,,,31.49,0.134,560.672,,129.585,,494.267,2.097,0.097,22.776,,3.298,6.97,6.113,5.13,7.879,10.757,12.882,9.817,7.72,19.298,17.236,9.223,8.099,12.52,16.226,0.645,4.412,8.763,10.094,0.025,0.101,0.133,0.006,2922.005,2734.046,-383.747,-17.165
36176,Region,Europe (excl. EU-28),2009,,,,29.47,0.125,2068.244,-167.442,-7.489,2243.891,-15.306,-0.677,9.528,0.499,0.214,8.782,0.46,0.197,621.825,2.64,1756.329,7.457,0.39,2083.998,139686.422,263239.938,61084.535,1124.032,32656.59,129682.094,42237.863,499.41,,,42.652,0.181,881.421,3.743,,,184.325,0.783,541.701,,125.278,,475.159,2.018,0.075,17.717,,2.493,6.557,6.095,4.767,7.645,10.656,12.761,9.713,7.839,19.161,17.14,9.108,8.066,12.909,15.239,3.495,4.337,7.26,9.992,0.025,0.102,0.133,0.006,2825.917,2550.192,-311.915,-15.081
36177,Region,Europe (excl. EU-28),2010,,,,33.012,0.14,2180.633,112.388,5.434,2546.582,302.691,13.49,10.822,0.535,0.234,9.267,0.458,0.2,632.826,2.689,1834.657,7.796,0.386,2117.01,141867.062,265786.5,61717.363,1176.303,33620.387,130057.016,42716.348,519.653,,,52.27,0.222,963.795,4.096,,,374.921,1.593,560.675,,125.297,,478.486,2.033,0.086,20.243,,2.613,6.537,6.556,4.535,7.422,10.554,12.646,9.6,8.013,19.031,17.066,8.992,8.072,15.318,15.475,6.832,4.226,8.223,9.895,0.025,0.103,0.134,0.006,3166.391,2684.268,-345.975,-15.866
36178,Region,Europe (excl. EU-28),2011,,,,36.582,0.156,2248.57,67.937,3.115,2303.415,-243.168,-9.549,9.793,0.458,0.206,9.56,0.447,0.201,659.162,2.802,1906.487,8.105,0.379,2153.592,144115.625,268089.906,62376.527,1232.312,34607.578,130120.719,43204.664,540.958,,,56.009,0.238,987.196,4.197,,,63.695,0.271,573.102,,145.984,,488.317,2.076,0.091,21.305,,2.692,6.517,5.79,4.473,7.207,10.453,12.519,9.485,8.194,18.903,16.957,8.882,8.058,15.589,15.396,1.207,4.298,7.745,9.792,0.024,0.104,0.135,0.006,2980.825,2783.21,-342.082,-15.213
36179,Region,Europe (excl. EU-28),2012,,,,37.167,0.158,2253.508,4.938,0.22,2617.386,313.972,13.631,11.123,0.505,0.232,9.576,0.434,0.2,675.166,2.869,2011.444,8.548,0.388,2190.759,146369.141,270707.312,63051.691,1289.429,35576.281,130493.016,43698.078,562.899,,,57.118,0.243,968.701,4.117,,,372.301,1.582,579.728,,144.494,,493.415,2.097,0.093,21.941,,2.665,6.439,6.439,4.529,7.005,10.353,12.405,9.375,8.364,18.761,16.881,8.776,8.053,15.148,14.789,6.587,4.293,7.93,9.706,0.024,0.106,0.136,0.006,3280.556,2794.098,-242.064,-10.742
36180,Region,Europe (excl. EU-28),2013,,,,38.485,0.163,2188.701,-64.807,-2.876,2406.205,-211.181,-8.068,10.217,0.457,0.218,9.293,0.415,0.198,639.577,2.716,1967.945,8.356,0.374,2229.244,148557.844,273113.5,63691.27,1342.517,36514.496,130719.117,44195.496,584.817,,,53.088,0.225,938.216,3.984,,,226.106,0.96,583.531,,144.246,,497.418,2.112,0.093,21.918,,2.646,6.2,5.953,4.263,6.811,10.252,12.288,9.264,8.496,18.61,16.799,8.674,8.029,13.779,14.242,4.419,4.296,7.442,9.623,0.024,0.107,0.137,0.007,3108.628,2732.12,-220.756,-10.086
36181,Region,Europe (excl. EU-28),2014,,,,37.681,0.16,2133.812,-54.889,-2.508,2218.321,-187.885,-7.808,9.413,0.419,0.204,9.055,0.404,0.196,596.587,2.532,1872.037,7.944,0.354,2266.925,150691.656,275331.844,64287.855,1385.118,37428.773,130811.344,44716.305,606.674,,,42.601,0.181,914.277,3.88,,,92.222,0.391,580.405,,145.488,,520.81,2.21,0.093,21.857,,2.508,6.019,5.431,3.972,6.622,10.151,12.164,9.151,8.557,18.452,16.695,8.581,7.994,11.016,13.787,1.709,4.487,7.157,9.54,0.024,0.108,0.139,0.007,2945.557,2672.995,-261.776,-12.268
36182,Region,Europe (excl. EU-28),2015,,,,33.664,0.143,2099.267,-34.546,-1.619,2490.698,272.377,12.279,10.562,0.48,0.236,8.902,0.404,0.199,601.616,2.551,1764.82,7.484,0.34,2300.589,152790.922,277822.531,64889.473,1422.289,38296.465,131211.656,45253.727,628.378,,,37.171,0.158,867.69,3.68,,,400.314,1.698,577.02,,142.927,,537.421,2.279,0.092,21.704,,2.32,5.929,6.084,4.102,6.447,10.053,12.056,9.047,8.583,18.27,16.629,8.491,7.961,9.68,12.823,7.237,4.542,7.148,9.47,0.024,0.109,0.14,0.007,3142.524,2638.036,-334.447,-15.932
36183,Region,Europe (excl. EU-28),2016,,,,31.298,0.133,2109.349,10.082,0.48,2502.981,12.284,0.493,10.602,0.479,0.233,8.935,0.404,0.196,600.034,2.542,1819.027,7.705,0.348,2331.886,154900.266,280325.531,65489.508,1462.567,39176.762,131614.703,45790.707,648.843,,,40.278,0.171,880.295,3.729,,,403.042,1.707,590.273,,145.781,,536.979,2.275,0.087,20.465,,2.1,5.956,6.285,4.185,6.273,9.959,11.958,8.952,8.631,18.09,16.587,8.403,7.919,10.769,12.661,9.147,4.489,6.81,9.411,0.025,0.11,0.141,0.007,3141.06,2662.91,-290.322,-13.764
36184,Region,Europe (excl. EU-28),2017,,,,31.745,0.134,2131.334,21.985,1.042,2487.417,-15.564,-0.622,10.528,0.467,0.231,9.02,0.4,0.198,569.29,2.409,1824.813,7.723,0.343,2363.632,157031.594,282812.938,66058.797,1508.11,40089.121,131979.5,46342.312,669.633,,,45.542,0.193,912.363,3.861,,,364.798,1.544,603.486,,146.703,,551.603,2.335,0.088,20.79,,2.103,5.922,6.184,3.923,6.11,9.868,11.861,8.854,8.701,17.922,16.545,8.319,7.881,11.76,12.8,8.622,4.54,6.866,9.354,0.025,0.111,0.142,0.007,3118.646,2699.374,-306.52,-14.382
36185,Region,Europe (excl. EU-28),2018,,,,31.419,0.133,2187.418,56.084,2.631,2537.718,50.301,2.022,10.743,0.464,0.228,9.26,0.4,0.197,588.393,2.491,1817.426,7.694,0.332,2395.051,159219.031,285350.656,66647.188,1561.192,41051.602,132338.578,46872.152,691.833,,,53.082,0.225,962.48,4.074,,,359.071,1.52,623.844,,148.097,,529.844,2.243,0.094,22.2,,2.021,5.955,6.254,3.99,5.952,9.78,11.767,8.76,8.8,17.759,16.511,8.233,7.862,13.039,12.884,9.339,4.326,7.323,9.302,0.025,0.112,0.144,0.007,3209.481,2777.837,-369.992,-16.915
36186,Region,Europe (excl. EU-28),2019,,,,32.015,0.136,2167.445,-19.973,-0.913,2364.659,-173.06,-6.819,10.022,0.423,0.216,9.186,0.388,0.198,574.908,2.437,1833.78,7.772,0.328,2427.065,161386.469,287715.281,67222.094,1627.36,41985.406,132544.906,47411.508,713.032,,,66.168,0.28,933.803,3.958,,,206.334,0.874,642.362,,150.39,,539.352,2.286,0.09,21.199,,1.972,5.841,5.783,3.912,5.798,9.692,11.668,8.668,8.954,17.582,16.459,8.15,7.831,15.202,12.233,5.449,4.345,6.945,9.249,0.025,0.113,0.145,0.007,3073.559,2777.681,-333.665,-15.394
36187,Region,Europe (excl. EU-28),2020,,,,32.842,0.14,2072.66,-94.784,-4.373,2356.076,-8.582,-0.363,10.011,0.433,0.222,8.807,0.381,0.195,536.894,2.281,1773.542,7.536,0.326,2459.907,163459.125,290071.375,67758.992,1689.814,42892.805,132837.516,47923.785,733.823,,,62.454,0.265,907.4,3.856,,,292.614,1.243,632.171,,151.537,,512.279,2.177,0.088,20.791,,2.005,5.901,6.109,3.763,5.655,9.614,11.582,8.58,9.096,17.411,16.425,8.086,7.807,15.572,11.995,8.509,4.674,7.046,9.202,0.026,0.114,0.147,0.007,3036.206,2670.479,-299.118,-14.432
36188,Region,Europe (excl. EU-28),2021,,,,34.751,0.148,2158.385,85.725,4.136,2468.757,112.681,4.783,10.541,0.431,0.226,9.216,0.377,0.197,548.866,2.344,1796.321,7.67,0.314,2494.658,165617.516,292540.156,68307.859,1753.209,43872.398,133157.484,48434.199,755.188,,,63.395,0.271,979.595,4.183,,,319.957,1.366,651.119,,154.042,,510.413,2.179,0.091,21.365,,2.049,5.835,6.089,3.627,5.52,9.533,11.495,8.486,9.236,17.253,16.392,8.016,7.784,15.636,12.364,9.006,4.426,7.087,9.155,0.026,0.115,0.148,0.007,3163.363,2780.712,-362.064,-16.775
36189,Region,Europe (excl. EU-28),2022,,,,35.039,0.152,2174.957,16.572,0.768,2552.248,83.491,3.382,11.066,0.461,0.243,9.43,0.393,0.207,550.348,2.386,1856.923,8.051,0.335,2529.697,167792.453,295092.375,68858.211,1816.696,44863.438,133544.234,48947.844,776.588,,,63.487,0.275,991.038,4.297,,,386.761,1.677,641.76,,151.762,,513.644,2.227,0.093,21.401,,2.188,5.832,6.25,3.624,5.406,9.455,11.412,8.396,9.372,17.112,16.369,7.945,7.764,15.753,12.556,10.922,4.313,7.1,9.107,0.026,0.116,0.15,0.007,3224.63,2786.158,-318.034,-14.623
36190,Region,Europe (excl. EU-28),2023,,,,35.677,0.157,2177.453,2.495,0.115,2553.516,1.268,0.05,11.237,,0.242,9.582,,0.206,541.115,2.381,,,,2565.374,169969.922,297645.906,69399.32,1880.881,45860.238,133929.453,49466.277,797.828,,,64.185,0.282,996.801,4.386,,,385.225,1.695,651.628,,154.46,,518.436,2.281,0.093,21.24,,2.273,5.762,6.165,3.513,5.304,9.378,11.329,8.306,9.501,16.98,16.343,7.873,7.743,15.619,12.618,10.627,4.246,7.053,9.06,0.027,0.117,0.151,0.007,3236.708,2799.949,,
36341,Region,Middle East (GCP),2000,,,,,,1402.025,,,,,,,,,,,,,,1127.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36342,Region,Middle East (GCP),2001,,,,,,1437.125,,,,,,,,,,,,,,1164.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36343,Region,Middle East (GCP),2002,,,,,,1448.6,,,,,,,,,,,,,,1178.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36344,Region,Middle East (GCP),2003,,,,,,1543.696,,,,,,,,,,,,,,1419.589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36345,Region,Middle East (GCP),2004,,,,,,1650.472,,,,,,,,,,,,,,1536.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36346,Region,Middle East (GCP),2005,,,,,,1719.316,,,,,,,,,,,,,,1606.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36347,Region,Middle East (GCP),2006,,,,,,1825.892,,,,,,,,,,,,,,1750.563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36348,Region,Middle East (GCP),2007,,,,,,1837.988,,,,,,,,,,,,,,1839.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36349,Region,Middle East (GCP),2008,,,,,,1979.456,,,,,,,,,,,,,,1977.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36350,Region,Middle East (GCP),2009,,,,,,2061.091,,,,,,,,,,,,,,2054.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36351,Region,Middle East (GCP),2010,,,,,,2174.946,,,,,,,,,,,,,,2149.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
